Sample	Contig	Mean
Sample3	28_4-2560-3432-1-ID=28_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.631	3.8520055
Sample3	28_5-3493-4086--1-ID=28_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.672	3.5382884
Sample3	29_1-3-1547--1-ID=29_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.539	1.4853047
Sample3	34_1-3-518--1-ID=34_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	2.546448
Sample3	34_2-605-1351-1-ID=34_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.572	4
Sample3	34_3-1612-2100-1-ID=34_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.648	2.882006
Sample3	34_4-2136-3899-1-ID=34_4;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.617	1.4857497
Sample3	35_1-287-1186-1-ID=35_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.660	4.998667
Sample3	35_2-1682-2377--1-ID=35_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.681	6.860806
Sample3	35_3-2367-2906--1-ID=35_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.678	4.7025642
Sample3	38_1-1-642-1-ID=38_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.593	1.4756098
Sample3	40_1-3-629-1-ID=40_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.654	0.5744235
Sample3	47_2-707-1720--1-ID=47_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.555	0.71875
Sample3	47_3-1933-4371-1-ID=47_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.576	0.76103103
Sample3	48_2-214-1110--1-ID=48_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.506	1.1793842
Sample3	50_2-540-1205-1-ID=50_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.782	0.5755814
Sample3	50_3-1379-1630-1-ID=50_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.766	1
Sample3	53_1-3-1247-1-ID=53_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.433	0.97899544
Sample3	65_2-786-1364--1-ID=65_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.663	0.6177156
Sample3	68_2-339-1796--1-ID=68_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.512	0.97324157
Sample3	68_3-1826-2536--1-ID=68_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.492	0.7540107
Sample3	77_3-712-1239--1-ID=77_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.455	1.5873016
Sample3	89_2-403-825--1-ID=89_2;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.534	1.1684982
Sample3	91_3-1070-1882--1-ID=91_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.588	14.039216
Sample3	92_2-308-1645--1-ID=92_2;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.693	2.9234006
Sample3	107_1-3-698--1-ID=107_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.404	0.85714287
Sample3	111_2-493-1029-1-ID=111_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.598	0.71576226
Sample3	112_2-742-1341-1-ID=112_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.600	2.8888888
Sample3	129_2-1261-1599-1-ID=129_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.608	0.7936508
Sample3	133_2-172-1173-1-ID=133_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.566	0.73122066
Sample3	135_1-1-513--1-ID=135_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.565	0.6198347
Sample3	138_2-364-1563--1-ID=138_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.711	0.71428573
Sample3	159_1-3-995-1-ID=159_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.668	0.82443655
Sample3	161_2-477-950--1-ID=161_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.597	1.8549383
Sample3	167_1-223-870--1-ID=167_1;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.519	1.184739
Sample3	167_3-2381-2932-1-ID=167_3;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.542	0.74626863
Sample3	167_4-2929-3711--1-ID=167_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.550	1.1169037
Sample3	172_2-800-1375-1-ID=172_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.710	1.3075117
Sample3	185_2-271-963--1-ID=185_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.566	0.6906077
Sample3	189_1-2-295-1-ID=189_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.636	1.5486112
Sample3	196_3-2029-2994-1-ID=196_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.584	0.6164216
Sample3	198_2-407-745-1-ID=198_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.534	1.5873016
Sample3	200_2-1948-2700-1-ID=200_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.660	3.0912106
Sample3	200_3-2823-4121-1-ID=200_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658	2.9260225
Sample3	200_5-4961-5386-1-ID=200_5;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.655	3.1014493
Sample3	201_1-3-938--1-ID=201_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.653	1.2430025
Sample3	202_2-619-2028--1-ID=202_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.577	1.9801587
Sample3	202_3-2087-2614--1-ID=202_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627	1.2248677
Sample3	202_4-2653-3405--1-ID=202_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602	2.4543946
Sample3	222_1-3-2117--1-ID=222_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.677	1.2697201
Sample3	230_2-1847-2149-1-ID=230_2;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.686	1.875817
Sample3	230_3-2183-3205-1-ID=230_3;partial=01;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.691	2.0893471
Sample3	239_2-926-1597-1-ID=239_2;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.476	2.0613027
Sample3	241_2-1020-2675-1-ID=241_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	1.0770252
Sample3	241_3-2686-4029-1-ID=241_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.643	0.56281406
Sample3	241_5-5378-6697--1-ID=241_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.632	1.3700855
Sample3	245_2-1516-1731--1-ID=245_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.495	1
Sample3	248_2-950-1372-1-ID=248_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.605	0.5787546
Sample3	249_2-555-1457-1-ID=249_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.730	0.5683931
Sample3	249_3-1454-1630-1-ID=249_3;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.718	1
Sample3	263_1-1-465--1-ID=263_1;partial=10;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.626	0.8
Sample3	270_2-473-1042-1-ID=270_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.447	0.6595238
Sample3	277_2-1252-1938-1-ID=277_2;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.517	3.5232775
Sample3	277_3-1953-2798--1-ID=277_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.548	3.3706896
Sample3	279_3-1303-4092-1-ID=279_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.658	1.3693181
Sample3	279_5-4699-5466--1-ID=279_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.680	1.1100323
Sample3	279_6-5463-6326--1-ID=279_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.670	1.4047619
Sample3	280_2-763-2301--1-ID=280_2;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.745	2.7825773
Sample3	280_3-2301-3677--1-ID=280_3;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.758	0.52893233
Sample3	280_4-3674-4324--1-ID=280_4;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.747	1.1417166
Sample3	280_5-4330-5301--1-ID=280_5;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.720	0.54744524
Sample3	280_7-7295-7651--1-ID=280_7;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.745	0.6183575
Sample3	292_1-3-2426-1-ID=292_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.572	0.5277045
Sample3	294_6-5986-6690-1-ID=294_6;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.694	1.1927928
Sample3	305_1-3-2843-1-ID=305_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.598	0.5574136
Sample3	307_1-2-1363--1-ID=307_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.606	0.6188119
Sample3	308_1-1-1749-1-ID=308_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.633	0.50531584
Sample3	309_5-2693-3952--1-ID=309_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.513	0.5297297
Sample3	314_2-365-1774--1-ID=314_2;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.645	2.7619047
Sample3	318_4-2048-3223-1-ID=318_4;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=10bp;gc_cont=0.456	0.50292397
Sample3	324_2-952-1362--1-ID=324_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.701	1.1417625
Sample3	342_3-838-1062-1-ID=342_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.636	0.64
Sample3	349_3-843-1673-1-ID=349_3;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.550	0.88105726
Sample3	350_5-2560-2952--1-ID=350_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.333	0.7078189
Sample3	354_1-439-699-1-ID=354_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.582	1
Sample3	359_2-617-796--1-ID=359_2;partial=00;start_type=GTG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.661	10
Sample3	359_3-914-1393--1-ID=359_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658	9.572727
Sample3	360_2-276-914--1-ID=360_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.701	0.89161557
Sample3	360_3-942-1157--1-ID=360_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.625	1.4090909
Sample3	360_6-3076-3414-1-ID=360_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602	0.78835976
Sample3	360_7-3513-4265--1-ID=360_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.584	0.8225539
Sample3	360_10-6056-7138-1-ID=360_10;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.628	1.1339765
Sample3	360_12-7784-8548--1-ID=360_12;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.631	1.2504065
Sample3	360_13-8690-9055--1-ID=360_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.631	2.5
Sample3	364_1-2-616--1-ID=364_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.701	0.9677419
Sample3	364_2-620-1210--1-ID=364_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.651	1.340136
Sample3	364_4-1607-2608--1-ID=364_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.690	0.55046946
Sample3	377_4-3010-4404-1-ID=377_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.652	0.72289157
Sample3	377_6-5758-6069-1-ID=377_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.663	1.3888888
Sample3	377_9-7908-8282--1-ID=377_9;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.605	1.5777777
Sample3	377_12-9702-10121-1-ID=377_12;partial=01;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.660	1.5888889
Sample3	380_1-287-796--1-ID=380_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.480	0.56666666
Sample3	380_5-4768-4938--1-ID=380_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.509	5.2380953
Sample3	382_1-3-992-1-ID=382_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.579	2.6119049
Sample3	382_2-1003-1608--1-ID=382_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.594	0.9144737
Sample3	384_3-695-1159-1-ID=384_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.576	0.85714287
Sample3	386_3-3129-3329--1-ID=386_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.692	1
Sample3	387_2-113-1423--1-ID=387_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.708	1.4677002
Sample3	389_1-3-878-1-ID=389_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630	1.0330578
Sample3	401_2-804-1616--1-ID=401_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.685	0.67571646
Sample3	402_1-3-692-1-ID=402_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.616	0.5555556
Sample3	402_2-715-1497--1-ID=402_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.604	1.0663507
Sample3	402_4-2058-3308--1-ID=402_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.626	0.9500454
Sample3	402_5-4148-5467-1-ID=402_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.585	0.7692308
Sample3	402_6-5558-7132--1-ID=402_6;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.573	0.84210527
Sample3	402_7-7348-8955--1-ID=402_7;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.608	0.61728394
Sample3	408_2-547-1332-1-ID=408_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.458	0.7295597
Sample3	409_1-2-745-1-ID=409_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.718	0.6986532
Sample3	413_4-3380-4036-1-ID=413_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.671	0.591716
Sample3	413_7-5853-6863-1-ID=413_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.645	0.6968641
Sample3	413_8-7108-8508--1-ID=413_8;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.683	0.5283773
Sample3	413_9-8843-9283--1-ID=413_9;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.662	0.5154639
Sample3	419_1-1-777-1-ID=419_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.395	0.6602871
Sample3	419_2-787-1314--1-ID=419_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.364	0.9656085
Sample3	419_3-1421-2116-1-ID=419_3;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=7bp;gc_cont=0.325	0.5494506
Sample3	424_3-1024-1911-1-ID=424_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.659	1.495935
Sample3	424_4-1916-3238-1-ID=424_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.685	1.4961637
Sample3	424_5-3235-4641-1-ID=424_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.639	3.5807478
Sample3	424_7-5383-5868-1-ID=424_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.656	0.8630952
Sample3	424_9-6818-7711-1-ID=424_9;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.667	1.2688172
Sample3	424_11-8793-9776--1-ID=424_11;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.650	1.0647482
Sample3	424_12-9905-10651-1-ID=424_12;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.664	1.4120603
Sample3	431_1-3-686-1-ID=431_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.572	0.8745318
Sample3	431_2-714-1517--1-ID=431_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.600	1.1850153
Sample3	432_1-1-486-1-ID=432_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.671	1.6071428
Sample3	432_2-534-1166--1-ID=432_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.540	3.047619
Sample3	432_3-1292-1738-1-ID=432_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.640	3.013468
Sample3	432_4-1735-2079-1-ID=432_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.626	2.2820513
Sample3	432_5-2076-2432-1-ID=432_5;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.611	1.826087
Sample3	432_6-2423-2722--1-ID=432_6;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.593	4.24
Sample3	434_1-1-2370--1-ID=434_1;partial=10;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.568	0.5405405
Sample3	434_3-3914-5017-1-ID=434_3;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.565	0.9056604
Sample3	441_1-3-932--1-ID=441_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.608	1.2205129
Sample3	449_5-3800-4771--1-ID=449_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.665	0.54744524
Sample3	452_1-121-1476--1-ID=452_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.600	0.95688224
Sample3	452_3-2079-2654-1-ID=452_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.566	0.7347418
Sample3	453_9-12916-13131--1-ID=453_9;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.620	2
Sample3	460_1-19-480--1-ID=460_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.578	1.9583334
Sample3	460_2-622-1401-1-ID=460_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.596	1.1746032
Sample3	464_2-385-1542-1-ID=464_2;partial=00;start_type=GTG;rbs_motif=AAGAA;rbs_spacer=9bp;gc_cont=0.482	0.53571427
Sample3	468_3-617-790--1-ID=468_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.707	1.2083334
Sample3	468_4-863-1144--1-ID=468_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.727	0.9166667
Sample3	479_3-1216-2652-1-ID=479_3;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.417	0.6993007
Sample3	480_1-3-863-1-ID=480_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.574	2.9662447
Sample3	480_2-1293-2690--1-ID=480_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.610	1.7227564
Sample3	486_2-213-2600-1-ID=486_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.628	2.160858
Sample3	487_2-583-1182--1-ID=487_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.567	5
Sample3	491_1-2-466-1-ID=491_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.682	0.7904762
Sample3	492_1-32-466-1-ID=492_1;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.476	0.7894737
Sample3	493_2-98-574--1-ID=493_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.602	4.525994
Sample3	493_3-631-4287-1-ID=493_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.654	2.593955
Sample3	497_2-2079-4508-1-ID=497_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.470	7.5372806
Sample3	503_4-2928-3722-1-ID=503_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.567	0.6976744
Sample3	523_3-449-844--1-ID=523_3;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.710	0.7601626
Sample3	523_4-841-1152--1-ID=523_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.673	0.9259259
Sample3	524_2-1179-3413--1-ID=524_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.626	0.8633093
