Sample	Contig	Mean
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	201_1-3-938--1-ID=201_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.653	0.6513995
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	202_2-619-2028--1-ID=202_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.577	2.6253967
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	202_3-2087-2614--1-ID=202_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627	1.3492063
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	202_4-2653-3405--1-ID=202_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602	2.0099502
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	204_1-2-520--1-ID=204_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.470	0.7886179
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	206_1-1-183--1-ID=206_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.508	3.969697
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	206_2-382-1011-1-ID=206_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.497	1.5895833
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	210_2-1034-2533--1-ID=210_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.540	1.2066667
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	222_1-3-2117--1-ID=222_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.677	0.64427483
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	239_2-926-1597-1-ID=239_2;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.476	1.7988505
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	241_2-1020-2675-1-ID=241_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	1.0956175
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	241_3-2686-4029-1-ID=241_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.643	0.8559464
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	241_4-4207-5367-1-ID=241_4;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.622	1.0039564
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	241_5-5378-6697--1-ID=241_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.632	1.034188
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	249_3-1454-1630-1-ID=249_3;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.718	1
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	252_3-1361-1696--1-ID=252_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.411	0.8010753
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	258_1-3-1058--1-ID=258_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.632	2.1225166
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	262_2-545-1504-1-ID=262_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.603	2.217284
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	269_4-1908-2870-1-ID=269_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.607	0.6408364
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	271_1-3-1160--1-ID=271_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.707	1.3224206
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	271_2-1242-1676-1-ID=271_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.680	2.245614
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	271_3-1783-2451--1-ID=271_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.631	0.5780347
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	271_4-2550-3410-1-ID=271_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.606	1.3319268
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	274_1-162-2369-1-ID=274_1;partial=01;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.376	0.5806608
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	277_3-1953-2798--1-ID=277_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.548	0.8103448
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	279_3-1303-4092-1-ID=279_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.658	1.325
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	279_5-4699-5466--1-ID=279_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.680	1.4401294
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	279_6-5463-6326--1-ID=279_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.670	0.58963585
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	280_4-3674-4324--1-ID=280_4;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.747	0.5489022
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	282_1-138-2144--1-ID=282_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.684	1.453958
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	288_1-3-1064-1-ID=288_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.508	1.1513158
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	292_1-3-2426-1-ID=292_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.572	0.9973615
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	294_4-2473-4647--1-ID=294_4;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.706	0.54617286
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	294_5-4811-5989-1-ID=294_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.703	0.5092323
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	294_7-6743-7291--1-ID=294_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.687	0.7518797
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	294_8-7369-8235--1-ID=294_8;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.707	0.68758714
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	305_1-3-2843-1-ID=305_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.598	1.115942
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	308_1-1-1749-1-ID=308_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.633	0.66791743
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	314_2-365-1774--1-ID=314_2;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.645	4.904762
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	324_2-952-1362--1-ID=324_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.701	1.7164751
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	339_1-265-603-1-ID=339_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.652	5.100529
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	342_3-838-1062-1-ID=342_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.636	0.5733333
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	344_3-1272-2342--1-ID=344_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.609	0.55266017
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	349_2-506-787-1-ID=349_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.567	2
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	350_3-1040-1603-1-ID=350_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.355	0.7004831
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	357_3-647-1297--1-ID=357_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.659	0.5988024
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	358_4-3829-6309-1-ID=358_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.700	0.5148005
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	359_2-617-796--1-ID=359_2;partial=00;start_type=GTG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.661	3.5333333
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	359_3-914-1393--1-ID=359_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658	4.9030304
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	360_2-276-914--1-ID=360_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.701	0.57259715
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	360_3-942-1157--1-ID=360_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.625	1.1969697
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	360_4-1369-2409--1-ID=360_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.664	1.0112233
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	360_7-3513-4265--1-ID=360_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.584	0.8955224
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	360_8-4609-5238-1-ID=360_8;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.662	1.2375
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	360_10-6056-7138-1-ID=360_10;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.628	1.0664523
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	360_11-7307-7846-1-ID=360_11;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.693	0.7641026
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	360_12-7784-8548--1-ID=360_12;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.631	0.9756098
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	360_13-8690-9055--1-ID=360_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.631	0.7685185
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	362_1-335-1021--1-ID=362_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.581	0.94413406
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	363_1-1-531-1-ID=363_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.763	1.1312336
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	363_2-528-1526-1-ID=363_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.730	0.98468786
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	363_4-2569-3141-1-ID=363_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.707	1.283688
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	364_2-620-1210--1-ID=364_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.651	0.7596372
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	374_2-303-551--1-ID=374_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.390	1
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	378_1-2-682-1-ID=378_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.656	0.56497175
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	378_2-679-1272-1-ID=378_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.626	1.009009
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	380_2-863-2104--1-ID=380_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.544	0.51648355
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	380_4-3678-4679--1-ID=380_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.564	1.4084507
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	380_5-4768-4938--1-ID=380_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.509	9
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	382_1-3-992-1-ID=382_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.579	2.107143
final-all-monthly-megahit-cd.hit.orf.fna/2007-06-02_1.fastq	382_2-1003-1608--1-ID=382_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.594	1.2587719
